price,date,bedrooms,sqft_lot,standard
349000.0,2014-09-22,3,1151,low_standard
349000.0,2014-07-22,4,4096,low_standard
349000.0,2014-10-09,3,7261,low_standard
349000.0,2014-06-25,3,8184,low_standard
349000.0,2015-04-27,4,4694,low_standard
349000.0,2015-03-16,3,50529,low_standard
349000.0,2015-01-07,2,7552,low_standard
349000.0,2014-05-29,4,7800,low_standard
349170.0,2014-11-05,4,8856,low_standard
349500.0,2015-04-21,3,3538,low_standard
349500.0,2014-08-25,3,7128,low_standard
349500.0,2014-09-26,4,4596,low_standard
349500.0,2015-03-26,3,16875,low_standard
349500.0,2014-07-01,3,3600,low_standard
349810.0,2014-06-30,3,8855,low_standard
349900.0,2014-06-23,3,38781,low_standard
349900.0,2014-12-18,5,4229,low_standard
349900.0,2014-08-11,3,2765,low_standard
349900.0,2014-10-15,4,13474,low_standard
349900.0,2015-03-18,4,8796,low_standard
349900.0,2014-05-22,4,3723,low_standard
349900.0,2014-12-02,2,9230,low_standard
349900.0,2014-05-30,3,7278,low_standard
349950.0,2014-09-29,4,3134,low_standard
349950.0,2015-01-08,5,4179,low_standard
349950.0,2015-03-12,4,15600,low_standard
349950.0,2014-09-12,3,7565,low_standard
349950.0,2015-03-23,4,3520,low_standard
349950.0,2014-10-13,4,4117,low_standard
349950.0,2015-01-08,2,6317,low_standard
349950.0,2014-05-15,3,7496,low_standard
349950.0,2014-06-24,4,5289,low_standard
349950.0,2014-05-14,5,10117,low_standard
349950.0,2014-07-31,3,6441,low_standard
349950.0,2014-05-15,3,7066,low_standard
349950.0,2014-10-08,3,1162,low_standard
349950.0,2014-06-12,3,9525,low_standard
349950.0,2014-11-13,4,6720,low_standard
349950.0,2014-08-06,2,2031,low_standard
349950.0,2014-08-25,3,7715,low_standard
349950.0,2014-10-09,4,5000,low_standard
349950.0,2014-11-25,1,9300,low_standard
349950.0,2014-07-18,2,4176,low_standard
349950.0,2014-08-25,4,5006,low_standard
349950.0,2015-05-07,3,4714,low_standard
349950.0,2015-04-06,5,7176,low_standard
349990.0,2015-03-13,3,165092,low_standard
349990.0,2014-10-20,4,3561,low_standard
350000.0,2014-11-10,4,7206,low_standard
350000.0,2015-04-14,3,5469,low_standard
350000.0,2014-09-19,4,2248,low_standard
350000.0,2014-05-16,1,5100,low_standard
350000.0,2014-06-27,5,14322,low_standard
350000.0,2014-10-03,4,3175,low_standard
350000.0,2015-04-17,4,2500,low_standard
350000.0,2015-05-04,3,4086,low_standard
350000.0,2015-04-10,3,3425,low_standard
350000.0,2014-05-23,3,11244,low_standard
350000.0,2014-06-12,4,4600,low_standard
350000.0,2014-07-15,3,35782,low_standard
350000.0,2015-01-08,3,9451,low_standard
350000.0,2014-07-18,4,6124,low_standard
350000.0,2015-03-30,4,9002,low_standard
350000.0,2014-05-21,3,7790,low_standard
350000.0,2014-11-24,3,9000,low_standard
350000.0,2015-03-02,2,7552,low_standard
350000.0,2015-04-02,4,7095,low_standard
350000.0,2014-06-23,7,9569,low_standard
350000.0,2014-08-13,3,1298,low_standard
350000.0,2015-04-13,3,1340,low_standard
350000.0,2015-04-03,3,4400,low_standard
350000.0,2015-03-02,3,12199,low_standard
350000.0,2015-03-24,2,3880,low_standard
350000.0,2014-12-18,3,9375,low_standard
350000.0,2015-05-05,5,8400,low_standard
350000.0,2015-04-02,2,11770,low_standard
350000.0,2014-05-08,4,13515,low_standard
350000.0,2015-04-14,4,10155,low_standard
350000.0,2015-03-25,3,3600,low_standard
350000.0,2014-10-03,4,16153,low_standard
350000.0,2015-05-05,4,10416,low_standard
350000.0,2014-09-26,4,5831,low_standard
350000.0,2014-08-14,1,6380,low_standard
350000.0,2014-12-01,3,7680,low_standard
350000.0,2014-10-20,3,5996,low_standard
350000.0,2014-09-04,3,10290,low_standard
350000.0,2014-12-02,3,29597,low_standard
350000.0,2015-01-07,4,7500,low_standard
350000.0,2015-02-20,3,7372,low_standard
350000.0,2014-12-03,4,499571,low_standard
350000.0,2014-08-19,4,10433,low_standard
350000.0,2014-09-23,3,9929,low_standard
350000.0,2014-05-19,3,7200,low_standard
350000.0,2014-12-27,3,21876,low_standard
350000.0,2015-04-29,4,4959,low_standard
350000.0,2014-09-02,4,16133,low_standard
350000.0,2014-11-13,2,5000,low_standard
350000.0,2014-12-04,2,73600,low_standard
350000.0,2014-08-06,2,8157,low_standard
350000.0,2014-12-30,3,10344,low_standard
350000.0,2015-04-03,3,3655,low_standard
350000.0,2015-04-08,3,19998,low_standard
350000.0,2015-03-16,2,7921,low_standard
350000.0,2014-11-10,3,7811,low_standard
350000.0,2014-09-19,3,6150,low_standard
350000.0,2014-08-13,3,81893,low_standard
350000.0,2014-05-20,4,6953,low_standard
350000.0,2014-09-17,6,8504,low_standard
350000.0,2014-07-16,3,10800,low_standard
350000.0,2014-05-15,3,250470,low_standard
350000.0,2015-01-02,2,5150,low_standard
350000.0,2014-09-30,3,10236,low_standard
350000.0,2014-09-26,3,7455,low_standard
350000.0,2014-07-11,4,10459,low_standard
350000.0,2014-08-06,3,8162,low_standard
350000.0,2015-04-23,3,1022,low_standard
350000.0,2014-10-06,3,10500,low_standard
350000.0,2014-08-20,2,5040,low_standard
350000.0,2014-12-01,4,3850,low_standard
350000.0,2015-03-25,4,11210,low_standard
350000.0,2015-05-11,3,10424,low_standard
350000.0,2014-07-23,3,8201,low_standard
350000.0,2015-03-12,3,1111,low_standard
350000.0,2014-06-24,4,5606,low_standard
350000.0,2014-06-19,2,9205,low_standard
350000.0,2014-09-16,3,5280,low_standard
350000.0,2014-07-22,2,940,low_standard
350000.0,2014-10-20,3,7500,low_standard
350000.0,2014-08-12,4,13755,low_standard
350000.0,2015-04-08,2,5395,low_standard
350000.0,2015-04-09,4,7336,low_standard
350000.0,2014-12-02,4,6930,low_standard
350000.0,2014-05-16,4,4000,low_standard
350000.0,2014-07-10,4,9538,low_standard
350000.0,2014-07-17,2,6620,low_standard
350000.0,2014-09-26,4,6000,low_standard
350000.0,2014-07-16,3,3876,low_standard
350000.0,2014-09-23,3,1298,low_standard
350000.0,2014-06-23,3,10150,low_standard
350000.0,2014-10-15,4,8400,low_standard
350000.0,2014-08-20,3,6000,low_standard
350000.0,2014-05-12,2,4500,low_standard
350000.0,2014-07-22,3,3574,low_standard
350000.0,2014-07-17,3,13775,low_standard
350000.0,2014-07-14,3,1796,low_standard
350000.0,2014-12-04,1,4590,low_standard
350000.0,2015-04-30,5,7620,low_standard
350000.0,2014-07-15,2,7242,low_standard
350000.0,2015-01-26,3,13590,low_standard
350000.0,2015-02-24,3,5700,low_standard
350000.0,2014-11-04,3,4590,low_standard
350000.0,2015-04-30,3,5003,low_standard
350000.0,2015-03-24,3,8010,low_standard
350000.0,2014-09-19,3,18674,low_standard
350000.0,2015-01-27,3,5518,low_standard
350000.0,2015-03-02,3,12877,low_standard
350000.0,2015-02-26,3,8906,low_standard
350000.0,2014-06-02,3,7836,low_standard
350000.0,2014-06-26,3,16290,low_standard
350000.0,2014-08-11,3,4400,low_standard
350000.0,2015-03-26,4,5428,low_standard
350000.0,2014-06-13,3,9545,low_standard
350000.0,2014-06-17,3,3600,low_standard
350000.0,2014-11-20,3,40752,low_standard
350000.0,2014-08-27,3,18123,low_standard
350000.0,2014-10-10,3,17640,low_standard
350000.0,2014-09-15,2,5250,low_standard
350000.0,2014-06-11,3,1592,low_standard
350000.0,2014-11-01,3,6258,low_standard
350000.0,2015-04-14,3,8268,low_standard
350000.0,2015-01-30,2,5551,low_standard
350000.0,2015-04-22,3,219978,low_standard
350000.0,2015-02-25,3,9425,low_standard
350000.0,2014-12-22,3,8580,low_standard
350000.0,2015-05-08,2,28703,low_standard
350000.0,2014-08-21,4,10086,low_standard
350000.0,2014-07-10,4,7210,low_standard
350000.0,2015-01-20,3,47916,low_standard
350000.0,2015-02-17,3,8583,low_standard
350000.0,2014-12-30,3,6710,low_standard
350000.0,2014-12-26,3,8645,low_standard
350000.0,2015-04-13,3,5401,low_standard
350000.0,2014-05-29,4,22653,low_standard
350000.0,2015-03-19,3,273556,low_standard
350000.0,2014-09-12,2,937,low_standard
350000.0,2015-02-26,2,5820,low_standard
350000.0,2014-10-17,4,5995,low_standard
350000.0,2014-07-10,4,8147,low_standard
350000.0,2015-02-24,3,9800,low_standard
350000.0,2014-08-01,3,7030,low_standard
350000.0,2014-11-05,3,1590,low_standard
350000.0,2015-04-30,4,7200,low_standard
350000.0,2014-10-23,2,5100,low_standard
350000.0,2015-04-28,4,7778,low_standard
350000.0,2015-01-28,2,2880,low_standard
350000.0,2014-06-24,2,7680,low_standard
350000.0,2014-08-18,3,4980,low_standard
350000.0,2015-02-04,4,11659,low_standard
350000.0,2015-04-30,3,9786,low_standard
350000.0,2014-12-22,3,9621,low_standard
350000.0,2014-08-25,4,13400,low_standard
350000.0,2015-01-07,5,13482,low_standard
350000.0,2014-09-09,3,4632,low_standard
350000.0,2014-06-17,2,1347,low_standard
350000.0,2015-02-23,3,7000,low_standard
350000.0,2014-09-08,3,8551,low_standard
350000.0,2014-05-07,3,9360,low_standard
350000.0,2014-07-26,3,941,low_standard
350000.0,2014-09-18,5,5500,low_standard
350000.0,2014-10-27,3,15484,low_standard
350000.0,2014-09-04,3,10800,low_standard
350000.0,2014-12-02,2,1077,low_standard
350000.0,2014-08-07,3,4820,low_standard
350000.0,2014-10-28,3,10225,low_standard
350000.0,2015-01-21,3,8378,low_standard
350000.0,2014-07-25,4,5866,low_standard
350000.0,2014-05-13,3,14298,low_standard
350000.0,2014-06-10,2,43710,low_standard
350000.0,2015-03-11,4,4228,low_standard
350000.0,2014-10-28,4,13002,low_standard
350500.0,2014-10-09,2,6380,low_standard
350500.0,2014-07-16,2,1445,low_standard
350500.0,2014-08-11,3,7200,low_standard
350500.0,2014-10-08,2,4950,low_standard
350500.0,2015-04-07,3,5200,low_standard
350900.0,2015-03-24,4,12843,low_standard
351000.0,2014-07-16,3,10518,low_standard
351000.0,2015-05-04,1,6600,low_standard
351000.0,2014-09-02,4,8400,low_standard
351000.0,2014-09-24,4,7260,low_standard
351000.0,2015-04-13,4,7274,low_standard
351000.0,2015-04-29,3,4455,low_standard
351358.0,2014-10-04,2,1189,low_standard
351999.0,2014-07-07,3,4200,low_standard
352000.0,2015-04-08,3,7200,low_standard
352000.0,2014-09-08,4,5015,low_standard
352000.0,2014-06-25,4,8890,low_standard
352000.0,2014-10-22,2,33801,low_standard
352000.0,2015-03-10,2,1957,low_standard
352000.0,2014-08-26,4,5712,low_standard
352000.0,2015-03-20,5,6650,low_standard
352000.0,2014-05-09,3,11050,low_standard
352000.0,2015-03-18,4,8680,low_standard
352000.0,2015-03-11,5,9838,low_standard
352000.0,2015-02-28,4,25002,low_standard
352000.0,2014-05-07,5,8560,low_standard
352000.0,2014-08-12,4,6116,low_standard
352000.0,2015-04-10,3,7200,low_standard
352000.0,2014-11-18,3,3002,low_standard
352000.0,2015-04-22,2,5000,low_standard
352000.0,2014-11-19,4,6366,low_standard
352450.0,2014-06-19,3,6000,low_standard
352499.0,2015-04-27,2,705,low_standard
352500.0,2014-06-11,3,8182,low_standard
352500.0,2014-08-18,3,8400,low_standard
352500.0,2014-08-21,3,33630,low_standard
352500.0,2015-05-04,2,2399,low_standard
352500.0,2014-05-18,3,14110,low_standard
352500.0,2015-03-09,4,7451,low_standard
352500.0,2015-04-03,3,17577,low_standard
352500.0,2015-01-20,2,1010,low_standard
352500.0,2014-10-06,4,219106,low_standard
352500.0,2014-08-21,3,7680,low_standard
352500.0,2015-04-10,3,7881,low_standard
352500.0,2014-10-17,3,4171,low_standard
352500.0,2015-04-20,3,10269,low_standard
352500.0,2014-12-17,4,10750,low_standard
352750.0,2015-04-20,4,24237,low_standard
352750.0,2014-06-09,2,1241,low_standard
352800.0,2014-09-26,4,2752,low_standard
352800.0,2014-10-28,4,6360,low_standard
352900.0,2015-02-05,2,1892,low_standard
352950.0,2014-11-07,3,3000,low_standard
353000.0,2014-09-10,2,8511,low_standard
353000.0,2014-09-22,3,3800,low_standard
353000.0,2014-11-25,4,5000,low_standard
353000.0,2015-05-05,3,13862,low_standard
353000.0,2014-07-24,3,11775,low_standard
353000.0,2014-05-06,3,7740,low_standard
353000.0,2014-10-02,3,7021,low_standard
353000.0,2014-09-10,4,13721,low_standard
353000.0,2014-11-01,3,864,low_standard
353000.0,2014-09-24,4,4627,low_standard
353000.0,2015-04-23,3,14499,low_standard
353000.0,2014-05-22,1,1279,low_standard
353000.0,2015-01-21,4,4249,low_standard
353000.0,2014-09-16,3,8396,low_standard
353000.0,2014-12-15,4,5331,low_standard
353000.0,2015-04-03,2,7500,low_standard
353000.0,2014-12-02,5,5000,low_standard
353000.0,2015-05-06,4,9600,low_standard
353000.0,2015-02-10,3,9240,low_standard
353000.0,2014-11-06,4,9794,low_standard
353000.0,2015-03-30,3,6021,low_standard
353000.0,2015-03-11,4,268329,low_standard
353250.0,2014-05-22,2,1600,low_standard
353500.0,2014-10-28,2,8775,low_standard
353500.0,2014-12-26,3,972,low_standard
353500.0,2015-03-18,4,4650,low_standard
353500.0,2014-06-16,4,9602,low_standard
353500.0,2015-05-06,3,4845,low_standard
353500.0,2014-09-30,4,9239,low_standard
353500.0,2014-08-08,4,4000,low_standard
353750.0,2014-12-16,4,7490,low_standard
353900.0,2014-09-18,3,3900,low_standard
353900.0,2014-10-07,3,5760,low_standard
353950.0,2014-10-07,5,7969,low_standard
354000.0,2014-10-03,2,7740,low_standard
354000.0,2014-08-05,3,5750,low_standard
354000.0,2014-08-01,3,12330,low_standard
354000.0,2014-07-18,5,7986,low_standard
354000.0,2014-09-24,3,21340,low_standard
354000.0,2015-03-31,3,7590,low_standard
354000.0,2014-09-23,4,4762,low_standard
354000.0,2014-06-26,4,5476,low_standard
354000.0,2015-04-28,3,15817,low_standard
354000.0,2014-11-04,6,4500,low_standard
354000.0,2014-12-11,3,11250,low_standard
354000.0,2014-06-11,3,10368,low_standard
354000.0,2015-01-07,3,6300,low_standard
354000.0,2014-11-10,2,5225,low_standard
354000.0,2015-04-23,4,5420,low_standard
354450.0,2015-03-24,4,9920,low_standard
354500.0,2015-03-05,3,11396,low_standard
354800.0,2014-05-23,3,78408,low_standard
354900.0,2014-09-23,3,16552,low_standard
354901.0,2014-05-13,3,1709,low_standard
354950.0,2014-08-22,3,9689,low_standard
354950.0,2015-03-24,3,5922,low_standard
354950.0,2014-06-26,4,7350,low_standard
355000.0,2014-10-29,2,368517,low_standard
355000.0,2015-03-11,4,3497,low_standard
355000.0,2014-07-10,3,4038,low_standard
355000.0,2015-02-11,3,10075,low_standard
355000.0,2015-05-07,5,5806,low_standard
355000.0,2015-04-29,0,8049,low_standard
355000.0,2014-10-20,3,16000,low_standard
355000.0,2014-10-14,3,2502,low_standard
355000.0,2015-03-26,3,78843,low_standard
355000.0,2014-12-09,3,1332,low_standard
355000.0,2014-12-01,5,5100,low_standard
355000.0,2014-11-04,4,7417,low_standard
355000.0,2014-09-23,3,7705,low_standard
355000.0,2015-03-25,3,7203,low_standard
355000.0,2015-03-05,2,9150,low_standard
355000.0,2015-01-19,4,3404,low_standard
355000.0,2014-10-16,5,8000,low_standard
355000.0,2014-10-20,3,4777,low_standard
355000.0,2014-05-28,3,9701,low_standard
355000.0,2014-06-27,4,7867,low_standard
355000.0,2014-12-01,3,5290,low_standard
355000.0,2014-06-30,3,1524,low_standard
355000.0,2015-04-28,3,8250,low_standard
355000.0,2014-12-30,4,11536,low_standard
355000.0,2014-06-20,2,27042,low_standard
355000.0,2014-10-02,3,7740,low_standard
355000.0,2015-02-13,4,9601,low_standard
355000.0,2014-06-27,2,10838,low_standard
355000.0,2014-11-05,2,4600,low_standard
355000.0,2014-07-02,3,7416,low_standard
355000.0,2014-12-03,1,33278,low_standard
355000.0,2014-08-27,3,9600,low_standard
355000.0,2014-11-19,3,3192,low_standard
355000.0,2014-05-23,3,1186,low_standard
355000.0,2015-03-18,4,9268,low_standard
355000.0,2015-03-19,3,5965,low_standard
355000.0,2014-07-23,3,8512,low_standard
355000.0,2014-10-24,3,6650,low_standard
355000.0,2014-06-04,2,4000,low_standard
355000.0,2014-11-26,3,15867,low_standard
355000.0,2015-02-17,2,2500,low_standard
355000.0,2014-09-10,3,7573,low_standard
355000.0,2014-08-20,4,6775,low_standard
355000.0,2014-12-02,3,9750,low_standard
355000.0,2014-09-26,3,8091,low_standard
355000.0,2014-08-11,3,4242,low_standard
355000.0,2014-12-23,3,5028,low_standard
355000.0,2014-11-20,3,9674,low_standard
355000.0,2014-07-15,3,5001,low_standard
355000.0,2014-10-16,4,7215,low_standard
355000.0,2014-08-07,2,1140,low_standard
355000.0,2014-08-27,3,8173,low_standard
355000.0,2015-03-30,4,15000,low_standard
355000.0,2014-07-30,2,6250,low_standard
355000.0,2015-04-17,3,4790,low_standard
355000.0,2014-12-10,3,5400,low_standard
355000.0,2014-08-18,2,6720,low_standard
355000.0,2015-03-16,4,4000,low_standard
355000.0,2015-03-13,3,36300,low_standard
355000.0,2014-06-24,2,747,low_standard
355000.0,2014-10-27,3,3060,low_standard
355000.0,2014-06-20,4,8265,low_standard
355000.0,2015-05-07,2,6656,low_standard
355000.0,2015-04-01,3,37800,low_standard
355000.0,2015-03-25,4,7693,low_standard
355000.0,2014-06-11,1,20339,low_standard
355000.0,2014-11-18,2,4558,low_standard
355000.0,2014-07-08,4,5470,low_standard
355000.0,2015-04-22,4,3600,low_standard
355000.0,2014-09-04,3,1087,low_standard
355000.0,2014-05-28,2,3200,low_standard
355000.0,2015-04-01,5,9375,low_standard
355000.0,2014-12-08,4,7213,low_standard
355000.0,2014-08-18,4,8000,low_standard
355000.0,2015-04-24,2,3640,low_standard
355000.0,2014-09-15,3,8968,low_standard
355000.0,2014-09-25,4,7000,low_standard
355000.0,2014-09-29,4,15000,low_standard
355000.0,2014-11-06,4,6466,low_standard
355000.0,2014-12-10,3,7000,low_standard
355000.0,2015-03-19,4,6000,low_standard
355000.0,2014-10-09,3,7200,low_standard
355000.0,2014-06-27,3,22693,low_standard
355000.0,2014-05-22,3,959,low_standard
355000.0,2014-05-27,4,4970,low_standard
355000.0,2014-10-28,2,6720,low_standard
355000.0,2014-08-22,4,8890,low_standard
355200.0,2015-04-07,3,7320,low_standard
355300.0,2014-05-25,3,7410,low_standard
355425.0,2015-03-12,4,9112,low_standard
355500.0,2014-06-05,3,5540,low_standard
355500.0,2015-04-01,5,19899,low_standard
355500.0,2015-03-24,3,10032,low_standard
355900.0,2015-05-04,3,3821,low_standard
355950.0,2014-12-17,4,8540,low_standard
356000.0,2015-01-28,3,8712,low_standard
356000.0,2014-07-09,3,3411,low_standard
356000.0,2015-03-17,3,2366,low_standard
356000.0,2014-09-19,3,3863,low_standard
356000.0,2015-04-30,4,5074,low_standard
356000.0,2014-06-05,2,4095,low_standard
356000.0,2014-09-16,3,8765,low_standard
356000.0,2014-11-13,3,7500,low_standard
356000.0,2014-12-15,2,989,low_standard
356000.0,2014-05-22,2,16470,low_standard
356000.0,2015-01-16,4,12500,low_standard
356000.0,2014-05-14,3,12384,low_standard
356000.0,2014-11-24,2,365904,low_standard
356000.0,2014-06-25,4,48693,low_standard
356200.0,2014-07-22,3,10062,low_standard
356250.0,2014-07-19,3,5115,low_standard
356500.0,2014-12-12,4,11473,low_standard
356500.0,2014-12-05,4,9670,low_standard
356700.0,2014-05-30,2,5000,low_standard
356999.0,2015-02-12,3,1546,low_standard
357000.0,2015-02-19,3,14012,low_standard
357000.0,2014-07-03,2,4600,low_standard
357000.0,2014-09-11,3,53882,low_standard
357000.0,2014-11-17,3,6450,low_standard
357000.0,2014-08-28,5,9240,low_standard
357000.0,2014-12-02,3,6750,low_standard
357000.0,2014-12-10,5,12350,low_standard
357000.0,2014-12-05,4,49428,low_standard
357000.0,2015-01-28,4,9757,low_standard
357000.0,2014-11-26,5,4000,low_standard
357000.0,2014-12-11,3,11744,low_standard
357000.0,2014-10-13,3,17493,low_standard
357000.0,2014-05-12,4,7066,low_standard
357186.0,2014-06-16,2,1040,low_standard
357250.0,2014-06-26,3,8840,low_standard
357500.0,2014-11-12,3,4080,low_standard
357500.0,2014-07-01,3,5100,low_standard
357500.0,2015-01-14,3,8100,low_standard
357500.0,2015-01-08,5,9146,low_standard
357500.0,2014-07-16,3,10125,low_standard
357500.0,2014-12-18,3,9403,low_standard
357500.0,2015-04-13,3,1442,low_standard
357500.0,2015-02-23,3,11858,low_standard
357562.0,2014-07-08,2,1032,low_standard
357823.0,2015-01-13,3,9196,low_standard
357950.0,2014-11-14,2,3880,low_standard
358000.0,2014-07-30,3,7194,low_standard
358000.0,2015-01-14,3,12013,low_standard
358000.0,2014-12-14,2,8340,low_standard
358000.0,2014-07-22,2,987,low_standard
358000.0,2014-08-20,2,5077,low_standard
358000.0,2015-05-04,4,7308,low_standard
358000.0,2014-06-24,3,100188,low_standard
358000.0,2014-08-25,3,4681,low_standard
358000.0,2014-11-14,5,5604,low_standard
358000.0,2014-06-26,3,12497,low_standard
358000.0,2014-05-08,2,1808,low_standard
358000.0,2015-02-18,3,6655,low_standard
358000.0,2015-04-17,4,11900,low_standard
358000.0,2014-11-14,4,3060,low_standard
358000.0,2014-09-19,3,1529,low_standard
358000.0,2015-01-13,3,27319,low_standard
358000.0,2014-11-26,5,8775,low_standard
358000.0,2015-05-06,3,7611,low_standard
358000.0,2014-07-14,3,6695,low_standard
358000.0,2014-12-05,3,9870,low_standard
358000.0,2014-09-02,3,1442,low_standard
358500.0,2015-01-28,2,865,low_standard
358500.0,2015-03-26,3,8057,low_standard
358800.0,2015-03-26,4,8140,low_standard
358803.0,2014-07-18,2,5765,low_standard
358990.0,2014-07-28,3,2171,low_standard
359000.0,2014-09-08,4,9244,low_standard
359000.0,2014-09-24,4,8763,low_standard
359000.0,2015-01-30,3,4331,low_standard
359000.0,2014-08-08,4,4725,low_standard
359000.0,2014-08-01,3,1071,low_standard
359000.0,2014-05-22,3,885,low_standard
359000.0,2015-01-27,4,22860,low_standard
359000.0,2015-04-26,3,1968,low_standard
359000.0,2015-03-09,3,3850,low_standard
359000.0,2014-09-15,3,7857,low_standard
359000.0,2015-03-03,3,7280,low_standard
359000.0,2015-01-12,4,11325,low_standard
359000.0,2014-10-13,3,7218,low_standard
359000.0,2015-05-14,2,1140,low_standard
359000.0,2014-09-25,4,6396,low_standard
359000.0,2014-12-03,4,10617,low_standard
359000.0,2014-07-09,3,4980,low_standard
359000.0,2014-08-14,3,11520,low_standard
359000.0,2015-05-06,4,7883,low_standard
359000.0,2014-09-19,4,6052,low_standard
359000.0,2015-04-23,4,4500,low_standard
359000.0,2014-06-26,5,6654,low_standard
359500.0,2015-03-27,3,4689,low_standard
359500.0,2014-12-09,4,11250,low_standard
359500.0,2014-06-30,4,10316,low_standard
359500.0,2014-10-10,4,7210,low_standard
359500.0,2015-04-21,6,4700,low_standard
359782.0,2014-12-01,3,3400,low_standard
359800.0,2014-06-05,4,6426,low_standard
359800.0,2014-10-20,5,2752,low_standard
359800.0,2014-08-07,5,2752,low_standard
359900.0,2014-07-21,4,7698,low_standard
359900.0,2015-02-05,5,7600,low_standard
359900.0,2014-06-20,5,7420,low_standard
359900.0,2015-04-13,4,5188,low_standard
359950.0,2014-07-14,3,4980,low_standard
359950.0,2014-09-09,3,6975,low_standard
359950.0,2014-11-13,2,965,low_standard
359950.0,2014-11-18,3,7800,low_standard
359950.0,2015-04-28,5,3990,low_standard
359950.0,2014-06-10,3,9100,low_standard
359950.0,2015-02-02,3,7212,low_standard
359950.0,2014-05-19,3,189486,low_standard
359950.0,2014-06-20,3,11612,low_standard
359950.0,2015-04-28,4,3899,low_standard
359950.0,2014-11-20,4,5564,low_standard
359950.0,2014-08-01,4,5701,low_standard
359950.0,2014-08-21,2,7590,low_standard
359950.0,2014-11-07,3,6280,low_standard
359950.0,2014-10-16,4,5705,low_standard
359950.0,2014-09-24,5,9432,low_standard
359950.0,2014-10-31,4,6120,low_standard
359950.0,2014-07-21,3,8604,low_standard
359950.0,2014-10-29,4,4785,low_standard
359999.0,2014-09-25,4,7700,low_standard
359999.0,2015-02-23,5,9624,low_standard
360000.0,2015-03-25,6,9870,low_standard
360000.0,2014-07-16,4,49658,low_standard
360000.0,2014-12-05,4,18810,low_standard
360000.0,2014-07-10,4,5000,low_standard
360000.0,2015-04-09,4,7333,low_standard
360000.0,2014-08-25,4,16980,low_standard
360000.0,2014-12-10,4,5500,low_standard
360000.0,2014-09-26,2,1107,low_standard
360000.0,2015-05-08,4,12188,low_standard
360000.0,2015-02-05,2,1050,low_standard
360000.0,2015-04-28,4,7388,low_standard
360000.0,2014-05-27,3,9467,low_standard
360000.0,2015-05-14,4,7289,low_standard
360000.0,2014-07-17,4,4080,low_standard
360000.0,2014-11-25,6,10080,low_standard
360000.0,2014-10-22,4,9528,low_standard
360000.0,2015-05-04,3,6232,low_standard
360000.0,2014-09-22,3,6000,low_standard
360000.0,2014-10-13,2,6098,low_standard
360000.0,2014-07-22,3,7770,low_standard
360000.0,2014-07-30,4,7282,low_standard
360000.0,2014-11-06,4,7115,low_standard
360000.0,2014-07-31,2,1244,low_standard
360000.0,2014-08-25,2,3200,low_standard
360000.0,2014-08-05,3,4080,low_standard
360000.0,2015-05-04,3,14092,low_standard
360000.0,2015-05-04,2,1165,low_standard
360000.0,2014-12-29,4,4751,low_standard
360000.0,2014-12-24,4,7056,low_standard
360000.0,2015-05-11,3,7200,low_standard
360000.0,2014-09-22,3,1110,low_standard
360000.0,2015-04-29,4,6870,low_standard
360000.0,2014-07-28,4,17715,low_standard
360000.0,2014-05-06,4,18768,low_standard
360000.0,2014-12-10,4,6259,low_standard
360000.0,2014-07-17,3,15540,low_standard
360000.0,2014-07-31,3,10723,low_standard
360000.0,2015-04-02,2,7607,low_standard
360000.0,2015-04-03,4,4557,low_standard
360000.0,2014-12-08,4,7803,low_standard
360000.0,2014-06-06,3,7020,low_standard
360000.0,2014-07-07,3,22000,low_standard
360000.0,2015-01-22,5,2400,low_standard
360000.0,2014-07-25,5,5225,low_standard
360000.0,2014-11-24,4,5451,low_standard
360000.0,2014-05-21,3,1131,low_standard
360000.0,2015-02-04,6,15240,low_standard
360000.0,2014-05-21,2,7710,low_standard
360000.0,2014-05-12,4,5500,low_standard
360000.0,2015-02-26,3,10500,low_standard
360000.0,2014-08-20,3,8000,low_standard
360000.0,2014-05-09,2,81892,low_standard
360000.0,2014-12-18,3,6200,low_standard
360000.0,2015-04-15,4,7552,low_standard
360000.0,2015-04-13,2,12625,low_standard
360000.0,2014-11-24,4,8827,low_standard
360000.0,2015-04-17,3,3851,low_standard
360000.0,2014-09-16,5,7111,low_standard
360000.0,2014-12-12,5,6902,low_standard
360000.0,2015-02-06,3,7260,low_standard
360000.0,2014-10-22,3,9600,low_standard
360000.0,2014-12-22,3,1113,low_standard
360000.0,2014-06-24,3,7200,low_standard
360000.0,2014-10-27,4,8100,low_standard
360000.0,2015-02-02,4,6740,low_standard
360000.0,2014-12-22,4,5889,low_standard
360000.0,2014-07-21,3,7482,low_standard
360000.0,2014-06-19,4,4650,low_standard
360000.0,2014-07-14,3,8466,low_standard
360000.0,2014-05-23,3,1323,low_standard
360000.0,2015-02-13,4,9611,low_standard
360000.0,2014-10-14,3,10988,low_standard
360000.0,2014-06-10,4,10375,low_standard
360000.0,2014-07-16,3,12282,low_standard
360000.0,2014-08-28,3,10000,low_standard
360000.0,2015-04-29,5,7200,low_standard
360000.0,2014-05-27,3,9206,low_standard
360000.0,2015-01-22,4,3840,low_standard
360000.0,2014-10-22,4,9143,low_standard
360000.0,2014-09-16,4,6508,low_standard
360000.0,2014-09-24,3,1180,low_standard
360000.0,2015-03-12,2,11250,low_standard
360000.0,2014-09-08,1,10600,low_standard
