,street,house_number,city,state
0,Chicago Avenue,541,NA,Washington
0,Southeast 47th Street,17218,Bellevue,Washington
0,43rd Avenue South,5021,Seattle,Washington
0,143rd Avenue Southeast,9035,NA,Washington
0,Southeast 188th Place,14725,Renton,Washington
0,South 120th Street,7808,Seattle,Washington
0,Southeast 45th Street,24531,Sammamish,Washington
0,138th Place Southeast,33028,Auburn,Washington
0,252nd Avenue Northeast,8020,Union Hill-Novelty Hill,Washington
0,Northeast 128th Street,9607,Kirkland,Washington
0,Densmore Avenue North,10722,Seattle,Washington
0,47th Avenue South,18032,SeaTac,Washington
0,129th Court Northeast,18719,Bothell,Washington
0,Northeast 170th Street,7721,Kenmore,Washington
0,286th Avenue Southeast,NA,NA,Washington
0,Northeast Jewell Lane,2567,Issaquah,Washington
0,Northeast 92nd Street,3820,Seattle,Washington
0,East Roy Street,1414,Seattle,Washington
0,86th Avenue Northeast,2058,NA,Washington
0,Northeast 3rd Street,20701,Sammamish,Washington
0,Stone Avenue North,16294,Shoreline,Washington
0,197th Avenue Northeast,17669,Cottage Lake,Washington
0,Northeast 138th Place,28101,Duvall,Washington
0,46th Avenue Southwest,7729,Seattle,Washington
0,South 117th Street,8019,Seattle,Washington
0,13th Avenue Northwest,7355,Seattle,Washington
0,48th Avenue Southwest,2728,Seattle,Washington
0,South 31st Street,803,Renton,Washington
0,41st Avenue Southwest,4138,Seattle,Washington
0,44th Avenue Northeast,6057,Seattle,Washington
0,Southwest Rose Street,4126,Seattle,Washington
0,Northwest 72nd Street,310,Seattle,Washington
0,California Avenue Southwest,10608,Seattle,Washington
0,North Park Avenue North,12044,Seattle,Washington
0,South 211th Street,1215,Des Moines,Washington
0,Conkling Place West,3283,Seattle,Washington
0,222nd Place Southeast,26401,Maple Valley,Washington
0,16th Avenue South,23042,Des Moines,Washington
0,138th Avenue Southeast,4401,Bellevue,Washington
0,37th Street Southeast,5805,Auburn,Washington
0,41st Avenue Southwest,10835,Seattle,Washington
0,178th Avenue Southeast,5660,Bellevue,Washington
0,Northeast 77th Street,219,Seattle,Washington
0,Southeast 26th Street,8213,Mercer Island,Washington
0,44th Avenue Southwest,1608,Seattle,Washington
0,156th Place Southeast,15631,Renton,Washington
0,Densmore Avenue North,3531,Seattle,Washington
0,16th Avenue Northwest,8315,Seattle,Washington
0,43rd Avenue West,3047,Seattle,Washington
0,South 223rd Street,921,Des Moines,Washington
0,Southeast 199th Place,13738,Renton,Washington
0,Normandy Park Drive Southwest,19455,NA,Washington
0,Northeast 130th Court,12715,Kirkland,Washington
0,49th Avenue South,8131,Seattle,Washington
0,Lago Place Northeast,19038,Lake Forest Park,Washington
0,178th Place Southeast,25715,Covington,Washington
0,245th Avenue Southeast,27305,Maple Valley,Washington
0,146th Avenue Southeast,4501,Bellevue,Washington
0,NE 130th Place,NA,NA,Washington
0,Northeast 19th Place,16251,Bellevue,Washington
0,Southeast 26th Place,12667,Bellevue,Washington
0,Southwest Kenyon Street,4127,Seattle,Washington
0,Southeast 29th Street,19679,Sammamish,Washington
0,41st Avenue Southwest,2116,Seattle,Washington
0,Southwest 4th Place,924,Renton,Washington
0,Southwest 4th Place,924,Renton,Washington
0,118th Place Northeast,10630,Kirkland,Washington
0,Corliss Avenue North,13308,Seattle,Washington
0,Northeast 151st Street,10911,Bothell,Washington
0,Southeast Mirrormont Boulevard,25527,Issaquah,Washington
0,East Jefferson Street,1911,Seattle,Washington
0,Pike Street Southeast,4,Auburn,Washington
0,Southwest Charlestown Street,4808,Seattle,Washington
0,Northeast 90th Street,11220,Kirkland,Washington
0,9th Place Northeast,14801,Shoreline,Washington
0,123rd Place Northeast,16910,Bothell,Washington
0,Hillside Drive Southeast,1438,Issaquah,Washington
0,211th Avenue Southeast,1851,Sammamish,Washington
0,Southeast 19th Street,19676,Sammamish,Washington
0,17th Avenue West,741,Kirkland,Washington
0,Elma Place Northeast,552,Renton,Washington
0,Northeast 1st Street,2829,Renton,Washington
0,Meridian Avenue North,8016,Seattle,Washington
0,Kirkland Avenue Southeast,328,Renton,Washington
0,130th Avenue Southeast,20629,Kent,Washington
0,South 108th Place,206,Seattle,Washington
0,275th Avenue Southeast,2969,Sammamish,Washington
0,23rd Avenue South,81,NA,Washington
0,West Lake Sammamish Parkway Southeast,NA,Bellevue,Washington
0,20th Avenue South,308,Seattle,Washington
0,Woodinville Redmond Road Northeast,14273,Redmond,Washington
0,Southeast 154th Place,14194,Renton,Washington
0,Northwest 183rd Street,371,Shoreline,Washington
0,Northeast 69th Court,6915,Union Hill-Novelty Hill,Washington
0,78th Way Southeast,4098,Mercer Island,Washington
0,East Terrace Street,3212,Seattle,Washington
0,Southeast 27th Street,12759,Bellevue,Washington
0,24th Avenue Northeast,14089,Seattle,Washington
0,16th Place South,25404,Des Moines,Washington
0,Northeast 168th Street,1216,Shoreline,Washington
0,Wells Avenue North,304,Renton,Washington
0,Northeast 130th Street,2520,Seattle,Washington
0,Northeast 141st Place,12132,Kirkland,Washington
0,210th Court Northeast,1899,Sammamish,Washington
0,West Howe Street,410,Seattle,Washington
0,8th Avenue Northeast,8612,Seattle,Washington
0,12th Avenue South,4820,Seattle,Washington
0,46th Avenue Southwest,8328,Seattle,Washington
0,Mt Baker Place Northeast,313,Renton,Washington
0,East Lake Holm Drive Southeast,33316,Auburn,Washington
0,Northeast 97th Street,1216,Seattle,Washington
0,222nd Place Northeast,2112,Sammamish,Washington
0,North 202nd Street,713,Shoreline,Washington
0,19th Avenue Southwest,15683,Burien,Washington
0,Northeast 111th Street,11071,Union Hill-Novelty Hill,Washington
0,41st Avenue Southwest,3729,Seattle,Washington
0,Southeast 65th Street,NA,Bellevue,Washington
0,South 286th Street,4003,Auburn,Washington
0,220th Place Southeast,29013,NA,Washington
0,Fremont Place North,14801,Shoreline,Washington
0,35th Avenue Southwest,8312,Seattle,Washington
0,10th Avenue South,28511,Federal Way,Washington
0,Northeast 193rd Street,5823,Kenmore,Washington
0,Southeast 271st Place,21309,Maple Valley,Washington
0,210th Avenue Northeast,15884,Cottage Lake,Washington
0,249th Court Southeast,4230,Sammamish,Washington
0,7th Place Southwest,31451,Federal Way,Washington
0,14th Avenue Southwest,7927,Seattle,Washington
0,Northeast 189th Street,1826,Shoreline,Washington
0,Northwest 60th Street,1746,Seattle,Washington
0,158th Avenue Southeast,13020,Renton,Washington
0,South 170th Street,4810,SeaTac,Washington
0,Beacon Avenue South,9372,Seattle,Washington
0,Southeast 37th Way,NA,Sammamish,Washington
0,13th Avenue South,4802,Seattle,Washington
0,34th Avenue South,2017,Seattle,Washington
0,134th Avenue Northeast,10207,Redmond,Washington
0,201st Place Northeast,11729,NA,Washington
0,4th Avenue Southwest,17206,NA,Washington
0,Southeast 19th Street,24817,Sammamish,Washington
0,South 286th Lane,1847,Federal Way,Washington
0,Southeast 50th Place,13633,Bellevue,Washington
0,131st Place Southeast,24504,Kent,Washington
0,South 294th Street,4903,Auburn,Washington
0,Parkside Drive East,1256,Seattle,Washington
0,Federal Avenue East,1620,Seattle,Washington
0,Northeast 69th Street,21845,Union Hill-Novelty Hill,Washington
0,170th Avenue Southeast,2709,Bellevue,Washington
0,Southwest 333rd Street,4002,Federal Way,Washington
0,Vashon Highway Southwest,24136,NA,Washington
0,47th Avenue Southwest,4844,Seattle,Washington
0,Northeast 2nd Street,22203,Sammamish,Washington
0,Southwest 335th Place,4019,Federal Way,Washington
0,Southeast 179th Place,14223,Renton,Washington
0,152nd Avenue Northeast,NA,Bellevue,Washington
0,246th Place Southeast,4338,Sammamish,Washington
0,East Lake Joy Drive Northeast,10893,NA,Washington
0,South 180th Place,4932,SeaTac,Washington
0,Lake Wilderness Country Club Drive Southeast,25311,Maple Valley,Washington
0,139th Place Southeast,16411,Renton,Washington
0,North 83rd Street,511,Seattle,Washington
0,Francis Court Southeast,5221,Auburn,Washington
0,West McGraw Street,3555,Seattle,Washington
0,199th Avenue Southeast,32119,Kent,Washington
0,110th Place Southeast,17025,Renton,Washington
0,51st Place South,5930,Seattle,Washington
0,Whitman Avenue North,3615,Seattle,Washington
0,Windsor Way Northeast,411,Renton,Washington
0,Southeast 132nd Place,13250,Issaquah,Washington
0,Northwest 67th Street,2405,Seattle,Washington
0,14th Avenue Southwest,16023,Burien,Washington
0,Northeast Big Rock Road,28819,Duvall,Washington
0,169th Place Southeast,4534,Bellevue,Washington
0,39th Avenue Southwest,4452,Seattle,Washington
0,27th Avenue Northwest,7743,Seattle,Washington
0,20th Avenue Northeast,9220,Seattle,Washington
0,126th Avenue Northeast,6408,Kirkland,Washington
0,235th Place Northeast,1118,Sammamish,Washington
0,Southeast 3rd Court,24599,Sammamish,Washington
0,Southeast 273rd Street,13718,Kent,Washington
0,10th Avenue Northwest,13002,Seattle,Washington
0,121st Avenue Southeast,7437,NA,Washington
0,3rd Court Southwest,33134,Federal Way,Washington
0,40th Avenue Northeast,6533,Seattle,Washington
0,Northeast 124th Street,9604,Kirkland,Washington
0,Manion Way Northeast,15101,Duvall,Washington
0,33rd Avenue Northeast,12035,Seattle,Washington
0,East Morley Way,3221,Seattle,Washington
0,North 58th Street,2310,Seattle,Washington
0,81st Place South,11431,Seattle,Washington
0,Southeast 51st Place,NA,Bellevue,Washington
0,Southeast 76th Street,NA,Snoqualmie,Washington
0,Southeast 249th Place,16125,Covington,Washington
0,210th Avenue Northeast,9116,Union Hill-Novelty Hill,Washington
0,Interlake Avenue North,8520,Seattle,Washington
0,Southeast 208th Street,14405,Kent,Washington
0,44th Avenue South,12253,Tukwila,Washington
0,4th Street Southeast,1002,Auburn,Washington
0,Northeast 12th Place,22700,Sammamish,Washington
0,142nd Avenue Northeast,211,Bellevue,Washington
0,North 58th Street,2360,Seattle,Washington
0,Southeast 270th Street,10942,Kent,Washington
0,J Street Southeast,218,Auburn,Washington
0,36th Avenue Southwest,7226,Seattle,Washington
0,61st Place Northeast,15213,Kenmore,Washington
0,Orchard Avenue Northeast,468,North Bend,Washington
0,18th Avenue East,1130,Seattle,Washington
0,11th Avenue East,1925,Seattle,Washington
0,South Frontenac Street,5118,Seattle,Washington
0,Southeast 184th Place,14517,Renton,Washington
0,South 299th Place,5002,Auburn,Washington
0,Elliston Way Northeast,11093,Union Hill-Novelty Hill,Washington
0,Island Crest Way,4201,Mercer Island,Washington
0,Northeast 102nd Street,526,Seattle,Washington
0,Southeast 286th Street,22518,Maple Valley,Washington
0,Southeast Petrovitsky Road,17216,Renton,Washington
0,South 170th Street,4619,SeaTac,Washington
0,East Howe Street,257,Seattle,Washington
0,252nd Avenue Southeast,2914,Sammamish,Washington
0,4th Avenue Southwest,12802,Burien,Washington
0,86th Avenue Northeast,11005,Kirkland,Washington
0,Southeast 186th Place,10413,Renton,Washington
0,4th Avenue Northwest,9712,Seattle,Washington
0,125th Lane Northeast,5801,Kirkland,Washington
0,248th Avenue Southeast,1519,Sammamish,Washington
0,Northwest 65th Street,1721,Seattle,Washington
0,34th Avenue Southwest,9413,Seattle,Washington
0,Northeast 97th Street,3001,Seattle,Washington
0,South 172nd Street,4232,SeaTac,Washington
0,312th Way Southeast,29925,NA,Washington
0,Northeast 183rd Street,15846,Woodinville,Washington
0,Porter Street,2930,Enumclaw,Washington
0,3rd Avenue Southwest,10226,Seattle,Washington
0,40th Avenue Southwest,5601,Seattle,Washington
0,165th Place Southeast,14302,Renton,Washington
0,81st Place Northeast,14005,Kirkland,Washington
0,Walnut Avenue Southwest,3000,Seattle,Washington
0,Stone Avenue North,10510,Seattle,Washington
0,31st Avenue South,6533,Seattle,Washington
0,31st Avenue South,6533,Seattle,Washington
0,Northeast 57th Street,6320,Seattle,Washington
0,Southeast 233rd Street,12240,Kent,Washington
0,22nd Avenue Northwest,6411,Seattle,Washington
0,Harding Street,1192,Enumclaw,Washington
0,NA,NA,Mercer Island,Washington
0,29th Avenue Southwest,7509,Seattle,Washington
0,Shenandoah Drive East,1506,Seattle,Washington
0,105th Avenue Northeast,12225,Kirkland,Washington
0,76th Avenue Northeast,11215,Kirkland,Washington
0,Northeast 127th Way,22836,NA,Washington
0,Southwest 328th Place,4101,Federal Way,Washington
0,Southeast 305th Place,13006,Auburn,Washington
0,Southeast 141st Street,13825,Renton,Washington
0,2nd Avenue Northeast,16763,Shoreline,Washington
0,245th Avenue Southeast,27416,Maple Valley,Washington
0,Southwest 345th Place,1736,Federal Way,Washington
0,30th Avenue Southwest,7152,Seattle,Washington
0,South 195th Street,635,Des Moines,Washington
0,311th Avenue Southeast,NA,NA,Washington
0,46th Avenue Northeast,10305,Seattle,Washington
0,237th Place Southeast,27616,Maple Valley,Washington
0,17th Avenue Northeast,13712,Seattle,Washington
0,North 50th Street,1715,Seattle,Washington
0,27th Avenue Northeast,7248,Seattle,Washington
0,145th Place Southeast,268,Bellevue,Washington
0,Southeast 259th Street,19615,Covington,Washington
0,Northeast 132nd Place,9037,Kirkland,Washington
0,Northeast 22nd Court,21698,Sammamish,Washington
0,199th Place Northeast,17601,Cottage Lake,Washington
0,Alonzo Avenue Northwest,7015,Seattle,Washington
0,G Street Southeast,215,Auburn,Washington
0,266th Way Southeast,1605,Sammamish,Washington
0,Southeast 269th Street,23414,Maple Valley,Washington
0,34th Avenue Southwest,9422,Seattle,Washington
0,39th Avenue Southwest,7015,Seattle,Washington
0,West Mercer Way,NA,Mercer Island,Washington
0,219th Avenue Northeast,8520,Union Hill-Novelty Hill,Washington
0,Northeast 117th Street,535,Seattle,Washington
0,143rd Place Southeast,20022,Kent,Washington
0,15th Avenue East,812,Seattle,Washington
0,Northwest 77th Street,352,Seattle,Washington
0,Military Road South,12508,Burien,Washington
0,174th Place Northeast,9634,Redmond,Washington
0,Southeast 33rd Place,8207,Mercer Island,Washington
0,McGilvra Boulevard East,541,Seattle,Washington
0,North Mercer Way,NA,Mercer Island,Washington
0,Southeast 261st Place,24307,Maple Valley,Washington
0,Adair Creek Way Northeast,13441,NA,Washington
0,170th Place Southeast,5497,Bellevue,Washington
0,East Beaver Lake Way Southeast,NA,Sammamish,Washington
0,Northwest 191st Street,140,Shoreline,Washington
0,69th Avenue Southeast,3034,Mercer Island,Washington
0,Hiram Place Northeast,12025,Seattle,Washington
0,Belvidere Avenue Southwest,3248,Seattle,Washington
0,South 132nd Street,2052,SeaTac,Washington
0,Bagley Avenue North,3901,Seattle,Washington
0,111th Court Southeast,32006,Auburn,Washington
0,19th Avenue South,3220,Seattle,Washington
0,Northeast 103rd Street,2747,Seattle,Washington
0,Roosevelt Way Northeast,12545,Seattle,Washington
0,27th Avenue,187,Seattle,Washington
0,Northeast 18th Street,17029,Bellevue,Washington
0,39th Avenue Southwest,33239,Federal Way,Washington
0,Northwest 63rd Street,1704,Seattle,Washington
0,Southeast 243rd Street,22431,Maple Valley,Washington
0,Northeast 4th Court,2714,Renton,Washington
0,4th Place South,20407,Des Moines,Washington
0,Southeast 188th Way,14508,Renton,Washington
0,East Lake Sammamish Parkway Northeast,303,Sammamish,Washington
0,Pierce Avenue Southeast,1714,Renton,Washington
0,47th Avenue Southwest,2303,Seattle,Washington
0,Northeast 159th Street,186,Shoreline,Washington
0,Detwiller Lane,NA,Bellevue,Washington
0,Southeast 31st Place,25822,Sammamish,Washington
0,199th Place Southeast,26418,Covington,Washington
0,81st Place Northeast,14014,Kirkland,Washington
0,165th Place Southeast,14319,Renton,Washington
0,Scenic Drive,3007,Auburn,Washington
0,East Prospect Street,900,Seattle,Washington
0,200th Avenue Southeast,2999,Sammamish,Washington
0,Southeast 57th Street,13503,Bellevue,Washington
0,Northeast 136th Place,16157,NA,Washington
0,Northeast 105th Court,11814,Kirkland,Washington
0,214th Avenue Northeast,NA,Union Hill-Novelty Hill,Washington
0,Kirkwood Place North,6116,Seattle,Washington
0,Northwest Northwood Road,1000,Seattle,Washington
0,Southeast 264th Place,11717,Kent,Washington
0,Southeast 264th Place,11717,Kent,Washington
0,Southeast 320th Place,11240,Auburn,Washington
0,Southwest 107th Street,3522,Seattle,Washington
0,40th Avenue Southwest,9108,Seattle,Washington
0,130th Court Northeast,12812,Kirkland,Washington
0,12th Avenue Southwest,8101,Seattle,Washington
0,53rd Avenue South,4729,Seattle,Washington
0,Southwest 322nd Street,401,Federal Way,Washington
0,34th Avenue South,28104,Auburn,Washington
0,47th Avenue Northeast,3907,Seattle,Washington
0,South 116th Street,8046,Seattle,Washington
0,1st Avenue Northwest,17520,Shoreline,Washington
0,109th Avenue Southeast,212,Bellevue,Washington
0,West Lake Sammamish Parkway Southeast,2430,Bellevue,Washington
0,South 138th Street,2814,SeaTac,Washington
0,277th Terrace Southeast,2885,Sammamish,Washington
0,35th Avenue Southwest,32625,Federal Way,Washington
0,128th Place Southeast,16324,Renton,Washington
0,Dayton Avenue North,11213,Seattle,Washington
0,Southeast 21st Street,10398,Bellevue,Washington
0,Southeast 247th Place,23832,Maple Valley,Washington
0,Northwest 60th Street,1722,Seattle,Washington
0,Cedar Avenue South,819,Renton,Washington
0,Southeast 47th Street,19314,Issaquah,Washington
0,Southeast 60th Street,22063,Issaquah,Washington
0,Northeast 31st Place,17199,Bellevue,Washington
0,7th Avenue Northwest,6709,Seattle,Washington
0,34th Avenue South,16654,SeaTac,Washington
0,Southeast 160th Place,15719,Renton,Washington
0,Southwest Maple Way,4611,Seattle,Washington
0,Northeast 166th Court,11704,Bothell,Washington
0,165th Place Northeast,2832,Bellevue,Washington
0,72nd Avenue Northeast,16713,Kenmore,Washington
0,Phinney Avenue North,NA,Seattle,Washington
0,38th Place South,27840,Auburn,Washington
0,Southwest 349th Street,1206,Federal Way,Washington
0,18th Avenue,1715,Seattle,Washington
0,106th Avenue Southeast,19422,Renton,Washington
0,1st Avenue East,759,NA,Washington
0,Northeast 166th Court,NA,Shoreline,Washington
0,Northeast 158th Street,7219,Kenmore,Washington
0,Queen Avenue Northeast,525,Renton,Washington
0,Northwest 114th Place,631,Seattle,Washington
0,50th Street Southeast,1408,Auburn,Washington
0,Mc Hugh Place,3322,Enumclaw,Washington
0,Northeast 173rd Place,9233,Bothell,Washington
0,Southeast 259th Place,19223,Covington,Washington
0,25th Avenue,324,Seattle,Washington
0,West Argand Street,812,Seattle,Washington
0,106th Place Northeast,1703,Bellevue,Washington
0,Southeast 47th Place,8599,Mercer Island,Washington
0,Northeast Stewart Street,26764,Duvall,Washington
0,Ripley Lane North,NA,Bellevue,Washington
0,11th Avenue Northwest,9020,Seattle,Washington
0,Northeast 19th Place,8446,NA,Washington
0,15th Avenue Northwest,19235,Shoreline,Washington
0,Crestwood Drive South,10815,Seattle,Washington
0,17th Avenue South,37010,Federal Way,Washington
0,37th Avenue Northeast,15699,Lake Forest Park,Washington
0,14th Avenue South,12647,Burien,Washington
0,8th Avenue Southwest,10854,Seattle,Washington
0,Northeast 154th Street,1400,Shoreline,Washington
0,19th Avenue Northeast,11538,Seattle,Washington
0,213th Place Northeast,653,Sammamish,Washington
0,Northeast 42nd Street,17364,Redmond,Washington
0,263rd Lane Southeast,2001,Sammamish,Washington
0,259th Avenue Northeast,3314,NA,Washington
0,147th Avenue Southeast,19719,Renton,Washington
0,122nd Avenue Southeast,4239,Bellevue,Washington
0,237th Avenue Southeast,27437,Maple Valley,Washington
0,Southwest 305th Place,1414,Federal Way,Washington
0,Northeast 184th Street,6428,Kenmore,Washington
0,162nd Place Southeast,25430,Covington,Washington
0,Northeast 32nd Place,13876,Bellevue,Washington
0,Southeast Kaleetan Loop,35917,Snoqualmie,Washington
0,128th Place Southeast,22010,Kent,Washington
0,Southeast 40th Drive,25034,Sammamish,Washington
0,213th Avenue Southeast,25429,Maple Valley,Washington
0,260th Avenue Southeast,3813,Sammamish,Washington
0,O Street Northeast,1215,Auburn,Washington
0,Southeast 271st Street,21847,Maple Valley,Washington
0,Piedmont Place West,2527,Seattle,Washington
0,25th Avenue West,2901,Seattle,Washington
0,Northeast 97th Street,13324,Redmond,Washington
0,23rd Avenue Southwest,5403,Seattle,Washington
0,179th Place Northeast,1503,Bellevue,Washington
0,16th Avenue Northeast,13519,Seattle,Washington
0,6th Avenue Northwest,5807,Seattle,Washington
0,139th Place Southeast,6314,Bellevue,Washington
0,South 5th Street,819,Renton,Washington
0,272nd Place Northeast,NA,Duvall,Washington
0,10th Avenue Northwest,6757,Seattle,Washington
0,Southeast 284th Street,23822,Maple Valley,Washington
0,Northeast 138th Street,8835,Kirkland,Washington
0,125th Place Southeast,31812,Auburn,Washington
0,Southwest 259th Place,7815,NA,Washington
0,Northeast 91st Street,11233,Kirkland,Washington
0,Southeast 277th Place,21326,Maple Valley,Washington
0,Southeast 56th Street,19217,Issaquah,Washington
0,180th Place Northeast,2208,Redmond,Washington
0,85th Avenue Northeast,13240,Kirkland,Washington
0,Southeast 265th Street,18621,Covington,Washington
0,115th Avenue Southeast,31613,Auburn,Washington
0,115th Ave Northeast,NA,Kirkland,Washington
0,179th Avenue Northeast,1543,Bellevue,Washington
0,167th Avenue Northeast,17232,Cottage Lake,Washington
0,Southeast 5th Street,21033,Sammamish,Washington
0,25th Avenue West,2927,Seattle,Washington
0,Southeast 430th Street,28310,Enumclaw,Washington
0,171st Avenue Southeast,5677,Bellevue,Washington
0,Scenic Drive,3305,Auburn,Washington
0,Bowen Place South,5045,Seattle,Washington
0,109th Place Southeast,23230,Kent,Washington
0,4th Avenue South,19539,Des Moines,Washington
0,Conkling Place West,3287,Seattle,Washington
0,Southeast 275th Place,25480,Maple Valley,Washington
0,South 100th Street,139,Seattle,Washington
0,222nd Place Northeast,779,Sammamish,Washington
0,Phinney Avenue North,9532,Seattle,Washington
0,Northeast 194th Place,5514,Kenmore,Washington
0,218th Court Northeast,21720,Union Hill-Novelty Hill,Washington
0,Densmore Avenue North,8552,Seattle,Washington
0,63rd Avenue South,10734,Seattle,Washington
0,222nd Place Southeast,29074,NA,Washington
0,34th Avenue Southwest,8402,Seattle,Washington
0,4th Avenue South,21011,Des Moines,Washington
0,SR 520 Trail,NA,Redmond,Washington
0,Southeast 52nd Street,9472,Mercer Island,Washington
0,118th Avenue Southeast,4600,Bellevue,Washington
0,Martin Way,2468,Enumclaw,Washington
0,Southeast 220th Place,11009,Kent,Washington
0,South 205th Place,9616,Kent,Washington
0,2nd Avenue Northeast,17096,Shoreline,Washington
0,35th Street Southeast,1818,Auburn,Washington
0,12th Avenue Northeast,19332,Shoreline,Washington
0,270th Place Northeast,16183,Duvall,Washington
0,19th Avenue Southwest,32712,Federal Way,Washington
0,160th Avenue Southeast,542,Bellevue,Washington
0,34th Avenue South,29916,Auburn,Washington
0,South 200th Street,820,Des Moines,Washington
0,Killarney Drive Southeast,2003,Bellevue,Washington
0,North 102nd Street,903,Seattle,Washington
0,Clovercrest Street,1837,Enumclaw,Washington
0,Powell Avenue Southwest,317,Renton,Washington
0,Northeast 85th Street,3020,Seattle,Washington
0,26th Street Southeast,704,Auburn,Washington
0,Southeast 342nd Street,19211,Auburn,Washington
0,25th Avenue South,3421,Seattle,Washington
0,162nd Avenue Northeast,1749,Bellevue,Washington
0,South 170th Street,5162,Tukwila,Washington
0,Phinney Avenue North,4024,Seattle,Washington
0,Northeast 70th Street,3801,Seattle,Washington
0,42nd Avenue Southwest,6533,Seattle,Washington
0,19th Avenue,913,Seattle,Washington
0,27th Avenue Northeast,9009,Seattle,Washington
0,Northeast 137th Place,12501,Kirkland,Washington
0,East Madison Street,3219,Seattle,Washington
0,Southeast 217th Street,12206,Kent,Washington
0,Southeast 261st Street,14508,Kent,Washington
0,Southwest 197th Street,406,NA,Washington
0,Northeast 178th Street,2574,Lake Forest Park,Washington
0,121st Avenue Southeast,7105,NA,Washington
0,Northeast 186th Street,13216,Woodinville,Washington
0,Northeast 70th Street,2515,Seattle,Washington
0,195th Place Northeast,16299,Cottage Lake,Washington
0,45th Place Southwest,31607,Federal Way,Washington
0,Northeast 113th Street,1536,Seattle,Washington
0,4th Avenue South,19609,Des Moines,Washington
0,25th Avenue East,2026,Seattle,Washington
0,Northeast 80th Street,1013,Seattle,Washington
0,102nd Place Southeast,24612,Kent,Washington
0,Northeast 47th Street,13498,Bellevue,Washington
0,119th Avenue Southeast,22611,Kent,Washington
0,South 295th Place,731,Federal Way,Washington
0,168th Avenue Northeast,937,Bellevue,Washington
0,Queen Avenue Northeast,2303,Renton,Washington
0,F Street Southeast,111,Auburn,Washington
0,Densmore Avenue North,12521,Seattle,Washington
0,Southeast 27th Place,19506,Sammamish,Washington
0,46th Avenue South,5300,Seattle,Washington
0,South 296th Place,308,Federal Way,Washington
0,22nd Avenue East,2409,Seattle,Washington
0,104th Avenue Southeast,2399,Bellevue,Washington
0,Northeast Dogwood Street,NA,Issaquah,Washington
0,2nd Avenue Northwest,12758,Seattle,Washington
0,332nd Avenue Southeast,4232,NA,Washington
0,South 118th Street,8046,Seattle,Washington
0,Southeast 30th Street,11031,Bellevue,Washington
0,10th Avenue Northwest,12738,Seattle,Washington
0,Northeast 58th Street,14531,Bellevue,Washington
0,21st Avenue South,3222,Seattle,Washington
0,Northeast 108th Place,12820,Kirkland,Washington
0,108th Place Northeast,14411,Kirkland,Washington
0,East Shore Drive,3310,Seattle,Washington
0,Southeast 264th Street,14845,Kent,Washington
0,Southeast 45th Street,16736,Bellevue,Washington
0,11th Avenue Northwest,8322,Seattle,Washington
0,148th Place Southeast,4412,Bellevue,Washington
0,South Holden Street,4317,Seattle,Washington
0,Scenic Drive,3440,Auburn,Washington
0,Kenlake Place Northeast,19118,Kenmore,Washington
0,Harding Street,2920,Enumclaw,Washington
0,Southeast 85th Place,31198,NA,Washington
0,Southwest Roxbury Street,3229,Seattle,Washington
0,31st Avenue Southwest,10015,Seattle,Washington
0,Southwest 342nd Place,2824,Federal Way,Washington
0,50th Avenue Southwest,9674,Seattle,Washington
0,Southeast 219th Place,12318,Kent,Washington
0,Interlake Avenue North,8852,Seattle,Washington
0,128th Avenue Southeast,17631,Renton,Washington
0,245th Avenue Southeast,27408,Maple Valley,Washington
0,Southeast 227th Street,13244,Kent,Washington
0,East Lake Sammamish Shore Lane Southeast,4103,Sammamish,Washington
0,40th Avenue South,28856,Auburn,Washington
0,West Crockett Street,2316,Seattle,Washington
0,Northeast Larkspur Lane,3291,Issaquah,Washington
0,Northeast 165th Court,7215,Kenmore,Washington
0,16th Avenue Northeast,7708,Seattle,Washington
0,Hardie Avenue Northwest,321,Renton,Washington
0,Pacific Place,33029,NA,Washington
0,Northwest 57th Street,2452,Seattle,Washington
0,South 282nd Place,1422,Federal Way,Washington
0,16th Avenue Northeast,8222,Seattle,Washington
0,166th Place Northeast,1112,Bellevue,Washington
0,Lake Washington Boulevard Southeast,5848,Bellevue,Washington
0,Southeast 136th Street,16806,Renton,Washington
0,40th Avenue Southwest,3403,Seattle,Washington
0,Northeast 117th Way,16696,Redmond,Washington
0,244th Avenue Northeast,4144,NA,Washington
0,Northeast 159th Street,6216,Kenmore,Washington
0,15th Avenue Southwest,16427,Burien,Washington
0,201st Avenue Southeast,25815,Covington,Washington
0,Pullman Avenue,436,NA,Washington
0,16th Place South,25422,Des Moines,Washington
0,Lake City Way Northeast,NA,Seattle,Washington
0,8th Avenue Southwest,15633,Burien,Washington
0,31st Avenue South,14219,SeaTac,Washington
0,West Sunset Way,918,Issaquah,Washington
0,Northeast 155th Street,876,Shoreline,Washington
0,South Edmunds Street,3907,Seattle,Washington
0,Hobart Avenue Southwest,2351,Seattle,Washington
0,28th Avenue Northwest,8026,Seattle,Washington
0,234th Avenue Southeast,2714,Sammamish,Washington
0,43rd Avenue South,4604,Seattle,Washington
0,Commons Road Southwest,17804,Vashon,Washington
0,North 167th Street,808,Shoreline,Washington
0,Earl Avenue Northwest,8003,Seattle,Washington
0,Northeast 47th Street,4625,NA,Washington
0,Northeast 203rd Court,4699,Lake Forest Park,Washington
